Id,Name,Image,Year,painter_id
115,Lamentation,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168593/paintings_image/Giotto%20di%20Bondone_paintings/1305_Lamentation_giotto_5_lrwhpu.jpg,1305,24
116,Ognissanti Madonna,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168594/paintings_image/Giotto%20di%20Bondone_paintings/c.1309_Ognissanti_Madonna_giotto_6_jbaljr.jpg,c.1309,24
117,The Adoration of the Magi,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168557/paintings_image/Sandro%20Botticelli_paintings/c.1475-botticelli_sandro_adoration_of_the_magi_vkeit9.jpg,c.1475,25
118,Map of Hell,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168557/paintings_image/Sandro%20Botticelli_paintings/c.1485-botticelli_sandro_map_of_hell_rddfgx.jpg,c.1485,25
119,Calumny of Apelles,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168557/paintings_image/Sandro%20Botticelli_paintings/1494-1495_botticelli_sandro_calumny_of_apelles_txt6nl.jpg,1494-1495,25
120,Self-Portrait as Bacchus: Sick Bacch,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168598/paintings_image/Caravaggio_paintings/c.-1593-94_Self-Portrait_as_Bacchus_Sick_Bacch_caravaggio_1_cxmpio.jpg,c.1593-94,26
121,Boy Bitten by a Lizard,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168598/paintings_image/Caravaggio_paintings/1593-94_Boy_Bitten_by_a_Lizard_caravaggio_2_nouio7.jpg,1593-94,26
122,The_Musicians (Concert of Youths),https://res.cloudinary.com/interactive-gallery/image/upload/v1601168598/paintings_image/Caravaggio_paintings/c._1595_The_Musicians_Concert_of_Youths_caravaggio_3_x4m56i.jpg,c.1595,26
123,The Entombment: Deposition,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168598/paintings_image/Caravaggio_paintings/1603-04_The_Entombment_Deposition_caravaggio_6_maxvvz.jpg,1603-04,26
124,The Beheading of St. John the Baptist (in situ),https://res.cloudinary.com/interactive-gallery/image/upload/v1601168598/paintings_image/Caravaggio_paintings/1608_The_Beheading_of_St._John_the_Baptist__in_situ__caravaggio_7_ucuhir.jpg,1608,26
125,Virgin of the Rocks,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168555/paintings_image/Leonardo%20da%20Vinci_paintings/1483-86_Virgin_of_the_Rocks_da_vinci_leonardo_1_sa1dal.jpg,1483-86,27
126,The Vitruvian Man,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168555/paintings_image/Leonardo%20da%20Vinci_paintings/c.1485_The_Vitruvian_Man_da_vinci_leonardo_3_qbvciv.jpg,c.1485,27
127,Lady with an Ermine,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168554/paintings_image/Leonardo%20da%20Vinci_paintings/1489-90_Lady_with_an_Ermine_da_vinci_leonardo_2_s5rhrm.jpg,1489-90,27
128,The Last Supper,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168555/paintings_image/Leonardo%20da%20Vinci_paintings/1498_The_Last_Supper_da_vinci_leonardo_4_sehi16.jpg,1498,27
129,The Virgin and Child with St.Anne and St.John the Baptist,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168554/paintings_image/Leonardo%20da%20Vinci_paintings/c.1499-1500_The_Virgin_and_Child_with_St.Anne_and_St.John_the_Baptist_da_vinci_leonardo_5_vhh1zv.jpg,c.1499-1500,27
130,Salvatore Mundi,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168555/paintings_image/Leonardo%20da%20Vinci_paintings/c.1500_Salvatore_Mundi_da_vinci_leonardo_6_bepqsr.jpg,c.1500,27
131,Mona Lisa,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168554/paintings_image/Leonardo%20da%20Vinci_paintings/c.1503_Mona_Lisa_da_vinci_leonardo_7_dqyvhn.jpg,c.1503,27
132,Vieja friendo huevos (Old Woman Frying Eggs),https://res.cloudinary.com/interactive-gallery/image/upload/v1601168597/paintings_image/Diego%20Velazquez_paintings/1618_Vieja_friendo_huevos_Old_Woman_Frying_Eggs_velazquez_diego_1_pzyv0m.jpg,1618,28
133,The Supper at Emmaus,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168597/paintings_image/Diego%20Velazquez_paintings/1618-1623_The_Supper_at_Emmaus_velazquez_diego_2_lpgeai.jpg,1618-1623,28
134,The Triumph of Bacchus,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168598/paintings_image/Diego%20Velazquez_paintings/1628-1629_The_Triumph_of_Bacchus_velazquez_diego_3_i5zomi.jpg,1628-1629,28
135,The Surrender of Breda ,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168597/paintings_image/Diego%20Velazquez_paintings/1635_The_Surrender_of_Breda_velazquez_diego_4_jctdug.jpg,1635,28
136,Portrait of Juan de Pareja,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168597/paintings_image/Diego%20Velazquez_paintings/1650_Portrait_of_Juan_de_Pareja_velazquez_diego_5_ykvmg1.jpg,1650,28
137,Las Meninas,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168597/paintings_image/Diego%20Velazquez_paintings/1656_Las_Meninas_velazquez_diego_7_vv7srp.jpg,1656,28
138,"Luxe, Calme, et Volupte",https://res.cloudinary.com/interactive-gallery/image/upload/v1601168569/paintings_image/Henri%20Matisse_paintings/1904-05_Luxe_Calme_et_Volupte_matisse_henri_1_ilqusn.jpg,1904-1905,29
139,The Woman with a Hat,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168569/paintings_image/Henri%20Matisse_paintings/1905_The_Woman_with_a_Hat_matisse_henri_2_m6eiys.jpg,1905,29
140,Joy of Life (Le Bonheur de Vivre),https://res.cloudinary.com/interactive-gallery/image/upload/v1601168568/paintings_image/Henri%20Matisse_paintings/1905-06_Joy_of_Life_Le_Bonheur_de_Vivre__matisse_henri_3_bfujtz.jpg,1905-06,29
141,Blue Nude (Souvenir de Biskra),https://res.cloudinary.com/interactive-gallery/image/upload/v1601168567/paintings_image/Henri%20Matisse_paintings/1907_Blue_Nude_Souvenir_de_Biskra__matisse_henri_4_r81wtd.jpg,1907,29
142,The Moroccans,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168570/paintings_image/Henri%20Matisse_paintings/1915-16_The_Moroccans_matisse_henri_6_ubjhxa.jpg,1915-16,29
143,Saint Francis of Assisi Receiving the Stigmata,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168618/paintings_image/Jan%20van%20Eyck_paintings/1430_Saint_Francis_of_Assisi_Receiving_the_Stigmata_van_eyck_jan_1_zrwjo2.jpg,1430,30
144,The Ghent Altarpiece,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168619/paintings_image/Jan%20van%20Eyck_paintings/1432_The_Ghent_Altarpiece_van_eyck_jan_3_kn1s0v.jpg,1432,30
145,Man in a Red Turban,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168618/paintings_image/Jan%20van%20Eyck_paintings/1433_Man_in_a_Red_Turban_van_eyck_jan_4_cnpbvt.jpg,1433,30
146,The Arnolfini Portrait,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168618/paintings_image/Jan%20van%20Eyck_paintings/1434_The_Arnolfini_Portrait__van_eyck_jan_5_jtzmag.jpg,1434,30
147,The Madonna of Chancellor Rolin,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168618/paintings_image/Jan%20van%20Eyck_paintings/1435_The_Madonna_of_Chancellor_Rolin_van_eyck_jan_6_m7npkh.jpg,1435,30
148,The Virgin in a Church,https://res.cloudinary.com/interactive-gallery/image/upload/v1601168618/paintings_image/Jan%20van%20Eyck_paintings/c.1438-1440_The_Virgin_in_a_Church_van_eyck_jan_8_xb8wdu.jpg,c.1438-1440,30
